Month,District_Name,Sector,Investment,Number_Of_Employees,social_status_General,social_status_OBC,social_status_SC_ST
2019-06-01,Karimnagar,Agro based incl Cold Storages,0.5718000000000001,10,2,1,0
2019-06-01,Karimnagar,Beverages,0.64,15,0,1,2
2019-06-01,Karimnagar,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.68,26,1,1,0
2019-06-01,Karimnagar,Food Processing,0.832,23,2,2,0
2019-06-01,Karimnagar,Granite and Stone Crushing,3.15,52,1,2,0
2019-06-01,Karimnagar,Pharmaceuticals and Chemicals,0.2422,8,1,0,0
2019-06-01,Karimnagar,Wood and Leather,0.245,6,0,1,0
2019-06-01,Khammam,Agro based incl Cold Storages,0.8588,16,2,1,1
2019-06-01,Khammam,Beverages,7.7049,0,1,0,0
2019-06-01,Khammam,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,5,1,0,0
2019-06-01,Khammam,Engineering,0.28,6,1,0,0
2019-06-01,Khammam,Food Processing,0.1275,5,1,2,0
2019-06-01,Khammam,Others,1.29,15,1,0,0
2019-06-01,Komaram Bheem Asifabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6,0,1,0
2019-06-01,Mahabubabad,Agro based incl Cold Storages,0.035,5,0,1,0
2019-06-01,Mahabubabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.035,10,1,0,0
2019-06-01,Mahabubabad,Wood and Leather,0.03,5,0,1,0
2019-06-01,Mahabubnagar,Pharmaceuticals and Chemicals,0.2475,8,0,1,0
2019-06-01,Mahabubnagar,Plastic and Rubber,90.5231,200,1,0,0
2019-06-01,Mancherial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,9,0,1,0
2019-06-01,Mancherial,Engineering,0.19,5,1,0,1
2019-06-01,Medak,Food Processing,2.0,50,1,0,0
2019-06-01,Medchal-Malkajgiri,Agro based incl Cold Storages,0.4888,5,0,2,0
2019-06-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8048,35,4,0,0
2019-06-01,Medchal-Malkajgiri,Electrical and Electronic Products,3.6111,179,3,0,0
2019-06-01,Medchal-Malkajgiri,Engineering,6.8502,138,16,3,1
2019-06-01,Medchal-Malkajgiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,10,1,0,0
2019-06-01,Medchal-Malkajgiri,Food Processing,0.13,13,1,0,0
2019-06-01,Medchal-Malkajgiri,Granite and Stone Crushing,1.1,6,1,0,0
2019-06-01,Medchal-Malkajgiri,Paper and Printing,0.25,4,1,0,0
2019-06-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,5.343,39,4,0,0
2019-06-01,Medchal-Malkajgiri,Plastic and Rubber,4.9015,108,4,1,0
2019-06-01,Medchal-Malkajgiri,R&D,1.9,20,2,0,0
2019-06-01,Medchal-Malkajgiri,Wood and Leather,0.25,6,1,0,0
2019-06-01,Mulugu,Food Processing,0.868,10,1,0,0
2019-06-01,Nalgonda,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.292,9,1,0,0
2019-06-01,Nalgonda,Food Processing,1.367,23,1,0,1
2019-06-01,Nalgonda,Granite and Stone Crushing,0.8,10,1,0,0
2019-06-01,Nirmal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0,15,0,0,1
2019-06-01,Nirmal,Food Processing,1.2,15,0,1,0
2019-06-01,Nizamabad,Agro based incl Cold Storages,0.18,2,0,1,0
2019-06-01,Nizamabad,Engineering,0.38770000000000004,13,2,2,0
2019-06-01,Nizamabad,Food Processing,0.03,1,0,0,1
2019-06-01,Nizamabad,Paper and Printing,0.25,16,0,1,0
2019-06-01,Nizamabad,Wood and Leather,0.03,2,1,0,0
2019-06-01,Peddapalli,Agro based incl Cold Storages,0.676,4,0,0,1
2019-06-01,Peddapalli,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,8,0,1,0
2019-06-01,Peddapalli,Engineering,0.057,4,0,1,0
2019-06-01,Peddapalli,Others,316.759,28,1,0,0
2019-06-01,Rajanna Sircilla,Agro based incl Cold Storages,0.6950000000000001,28,1,2,0
2019-06-01,Rajanna Sircilla,Engineering,0.31,10,0,2,0
2019-06-01,Rajanna Sircilla,Textiles,0.25,10,0,1,0
2019-06-01,Ranga Reddy,Agro based incl Cold Storages,4.05,33,2,0,0
2019-06-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.65,20,2,0,0
2019-06-01,Ranga Reddy,Engineering,1.1573,30,1,2,0
2019-06-01,Ranga Reddy,Food Processing,0.24,50,1,0,0
2019-06-01,Ranga Reddy,Others,0.7076,20,1,0,0
2019-06-01,Ranga Reddy,Plastic and Rubber,0.3545,8,1,0,0
2019-06-01,Ranga Reddy,"Real Estate,Industrial Parks and IT Buildings",270.0,1410,1,0,0
2019-06-01,Ranga Reddy,Textiles,0.235,0,1,0,0
2019-06-01,Sangareddy,Beverages,0.94,100,3,0,0
2019-06-01,Sangareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",11.5417,66,2,0,0
2019-06-01,Sangareddy,Electrical and Electronic Products,15.3098,150,1,0,0
2019-06-01,Sangareddy,Engineering,11.767999999999999,683,6,1,1
2019-06-01,Sangareddy,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.5,20,1,0,0
2019-06-01,Sangareddy,Food Processing,0.181,18,1,0,0
2019-06-01,Sangareddy,Paper and Printing,2.7,30,1,0,1
2019-06-01,Sangareddy,Pharmaceuticals and Chemicals,0.75,42,1,0,0
2019-06-01,Sangareddy,Plastic and Rubber,1.54,430,3,0,0
2019-06-01,Sangareddy,R&D,159.191,904,2,0,0
2019-06-01,Sangareddy,Wood and Leather,1.1,50,1,0,0
2019-06-01,Siddipet,Agro based incl Cold Storages,0.25,3,0,1,0
2019-06-01,Siddipet,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.42,20,1,1,0
2019-06-01,Siddipet,Food Processing,0.75,12,1,0,0
2019-06-01,Siddipet,Textiles,0.991,15,0,1,0
2019-06-01,Siddipet,Wood and Leather,1.4711,50,0,1,0
2019-06-01,Suryapet,"Cement, Cement & Concrete Products, Fly Ash Bricks",390.0,100,1,0,0
2019-06-01,Vikarabad,Granite and Stone Crushing,0.2308,15,3,0,0
2019-06-01,Wanaparthy,Food Processing,1.7,17,2,0,0
2019-06-01,Warangal,Agro based incl Cold Storages,0.855,21,2,4,0
2019-06-01,Warangal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.77,24,0,1,2
2019-06-01,Warangal,Engineering,0.1415,4,0,1,0
2019-06-01,Warangal,Food Processing,0.05,2,1,0,0
2019-06-01,Warangal,Granite and Stone Crushing,3.01,23,2,1,0
2019-06-01,Warangal,Textiles,7.6,160,0,7,1
2019-06-01,Warangal,Wood and Leather,0.5,10,0,1,0
2019-06-01,Yadadri Bhuvanagiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9199999999999999,25,2,0,0
2019-06-01,Yadadri Bhuvanagiri,Food Processing,3.608,10,1,0,0
2019-06-01,Yadadri Bhuvanagiri,Paper and Printing,0.15,20,1,0,0
2019-06-01,Yadadri Bhuvanagiri,Wood and Leather,0.3,20,2,0,0
2019-07-01,Adilabad,Beverages,0.13,3,1,0,0
2019-07-01,Adilabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.73,10,0,1,0
2019-07-01,Adilabad,Food Processing,0.036,0,0,1,0
2019-07-01,Bhadradri Kothagudem,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.26,20,0,0,2
2019-07-01,Bhadradri Kothagudem,Food Processing,0.03,2,0,1,0
2019-07-01,Jagtial,Agro based incl Cold Storages,0.27,7,0,2,0
2019-07-01,Jagtial,Beverages,0.24,14,0,4,0
2019-07-01,Jagtial,Engineering,0.05,2,0,1,0
2019-07-01,Jagtial,Food Processing,0.19,4,1,1,0
2019-07-01,Jagtial,Granite and Stone Crushing,0.22,6,1,0,0
2019-07-01,Jagtial,Paper and Printing,0.25,12,0,1,0
2019-07-01,Jangaon,Agro based incl Cold Storages,0.866,9,1,1,2
2019-07-01,Jangaon,Food Processing,0.8084,10,1,0,0
2019-07-01,Jangaon,Textiles,0.03,4,0,1,0
2019-07-01,Jayashankar Bhupalpally,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4,0,1,0
2019-07-01,Kamareddy,Agro based incl Cold Storages,0.1,6,0,1,0
2019-07-01,Kamareddy,Engineering,0.02,3,1,0,0
2019-07-01,Kamareddy,Food Processing,7.0,30,1,0,0
2019-07-01,Kamareddy,Wood and Leather,0.07,1,0,1,0
2019-07-01,Karimnagar,Agro based incl Cold Storages,2.3985,41,4,5,0
2019-07-01,Karimnagar,Beverages,0.3,12,0,2,0
2019-07-01,Karimnagar,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,6,0,1,0
2019-07-01,Karimnagar,Engineering,0.08,6,0,3,0
2019-07-01,Karimnagar,Food Processing,0.4532,20,2,0,0
2019-07-01,Karimnagar,Granite and Stone Crushing,4.8553999999999995,87,4,2,0
2019-07-01,Karimnagar,Paper and Printing,0.245,8,0,0,1
2019-07-01,Karimnagar,Pharmaceuticals and Chemicals,0.075,2,0,1,0
2019-07-01,Karimnagar,Plastic and Rubber,0.2,10,0,1,0
2019-07-01,Karimnagar,Wood and Leather,0.24,8,1,0,0
2019-07-01,Khammam,Agro based incl Cold Storages,0.7975,14,2,3,1
2019-07-01,Khammam,Beverages,1.206,8,1,0,1
2019-07-01,Khammam,Food Processing,1.045,6,1,0,0
2019-07-01,Khammam,Granite and Stone Crushing,1.9474,52,3,1,0
2019-07-01,Khammam,Others,238.33,70,2,0,0
2019-07-01,Khammam,Textiles,0.15,4,0,1,0
2019-07-01,Komaram Bheem Asifabad,Food Processing,0.9795,20,1,0,0
2019-07-01,Mahabubabad,Beverages,0.11,2,0,1,0
2019-07-01,Mahabubabad,Food Processing,0.5384,20,0,1,0
2019-07-01,Mahabubnagar,Agro based incl Cold Storages,0.0,10,1,0,0
2019-07-01,Mahabubnagar,Plastic and Rubber,0.6819,10,0,0,1
2019-07-01,Mahabubnagar,R&D,135.0,150,1,0,0
2019-07-01,Mancherial,Beverages,0.12,4,0,1,0
2019-07-01,Mancherial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,5,1,0,0
2019-07-01,Mancherial,Food Processing,0.475,15,1,0,0
2019-07-01,Medak,Agro based incl Cold Storages,0.2482,4,0,0,1
2019-07-01,Medak,Others,12.5,100,1,0,0
2019-07-01,Medak,Pharmaceuticals and Chemicals,0.05,0,0,1,0
2019-07-01,Medchal-Malkajgiri,Agro based incl Cold Storages,1.58,5,1,0,0
2019-07-01,Medchal-Malkajgiri,Beverages,0.2,8,1,0,0
2019-07-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.7297,52,5,1,0
2019-07-01,Medchal-Malkajgiri,Electrical and Electronic Products,0.59,15,3,0,0
2019-07-01,Medchal-Malkajgiri,Engineering,27.731399999999997,324,20,6,1
2019-07-01,Medchal-Malkajgiri,Food Processing,14.549999999999999,80,3,0,0
2019-07-01,Medchal-Malkajgiri,Paper and Printing,0.875,19,2,0,0
2019-07-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,196.556,476,4,0,0
2019-07-01,Medchal-Malkajgiri,Plastic and Rubber,117.3126,215,5,2,0
2019-07-01,Medchal-Malkajgiri,R&D,95.5116,163,2,1,0
2019-07-01,Medchal-Malkajgiri,Solar and Other Renewable Energy,1.66,18,0,0,1
2019-07-01,Mulugu,Food Processing,1.1,6,1,0,0
2019-07-01,Nagarkurnool,Food Processing,0.24,12,1,0,0
2019-07-01,Nalgonda,Agro based incl Cold Storages,3.0252,30,1,0,0
2019-07-01,Nalgonda,Food Processing,0.83,35,2,0,0
2019-07-01,Nalgonda,Pharmaceuticals and Chemicals,0.95,50,1,0,0
2019-07-01,Nirmal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0,8,1,0,0
2019-07-01,Nirmal,Engineering,0.0,5,1,0,0
2019-07-01,Nizamabad,Agro based incl Cold Storages,0.05,4,0,0,1
2019-07-01,Nizamabad,Beverages,0.1928,5,0,1,0
2019-07-01,Nizamabad,Engineering,0.027,2,1,0,0
2019-07-01,Nizamabad,Food Processing,0.515,14,2,0,0
2019-07-01,Nizamabad,Plastic and Rubber,1.55,5,0,0,1
2019-07-01,Peddapalli,Agro based incl Cold Storages,0.13,8,0,2,0
2019-07-01,Peddapalli,Beverages,0.25,12,1,0,0
2019-07-01,Peddapalli,"Cement, Cement & Concrete Products, Fly Ash Bricks",5.9708,29,0,3,0
2019-07-01,Peddapalli,Granite and Stone Crushing,0.9,10,0,1,0
2019-07-01,Rajanna Sircilla,Agro based incl Cold Storages,1.705,68,3,4,0
2019-07-01,Rajanna Sircilla,Engineering,0.15,8,0,1,0
2019-07-01,Rajanna Sircilla,Food Processing,2.9784,18,1,0,0
2019-07-01,Rajanna Sircilla,Pharmaceuticals and Chemicals,0.25,12,0,1,0
2019-07-01,Rajanna Sircilla,Plastic and Rubber,0.25,12,0,1,0
2019-07-01,Rajanna Sircilla,Textiles,0.815,60,3,1,0
2019-07-01,Rajanna Sircilla,Wood and Leather,0.085,12,0,1,0
2019-07-01,Ranga Reddy,Agro based incl Cold Storages,0.8200000000000001,70,2,0,0
2019-07-01,Ranga Reddy,Beverages,5.91,47,1,0,0
2019-07-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",213.904,147,2,1,0
2019-07-01,Ranga Reddy,Food Processing,0.24,20,1,0,0
2019-07-01,Ranga Reddy,Granite and Stone Crushing,2.09,60,4,0,0
2019-07-01,Ranga Reddy,Others,13.0,530,1,0,0
2019-07-01,Ranga Reddy,Plastic and Rubber,26.179599999999997,43,2,1,1
2019-07-01,Ranga Reddy,"Real Estate,Industrial Parks and IT Buildings",975.0,25500,1,0,0
2019-07-01,Ranga Reddy,Wood and Leather,0.95,40,1,0,0
2019-07-01,Sangareddy,Agro based incl Cold Storages,0.421,21,1,1,0
2019-07-01,Sangareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,10,1,0,0
2019-07-01,Sangareddy,Electrical and Electronic Products,7.9868,200,1,0,0
2019-07-01,Sangareddy,Engineering,3.5861,388,5,0,0
2019-07-01,Sangareddy,Granite and Stone Crushing,13.1999,70,2,1,0
2019-07-01,Sangareddy,Pharmaceuticals and Chemicals,9.1,200,1,0,0
2019-07-01,Sangareddy,Plastic and Rubber,11.123,130,3,1,0
2019-07-01,Sangareddy,R&D,0.25,30,1,0,0
2019-07-01,Sangareddy,Textiles,0.6307,14,0,1,0
2019-07-01,Siddipet,Agro based incl Cold Storages,0.9835,21,1,3,0
2019-07-01,Siddipet,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.516,39,1,1,0
2019-07-01,Siddipet,Food Processing,98.3458,712,1,0,0
2019-07-01,Suryapet,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,9,1,0,0
2019-07-01,Suryapet,Engineering,0.4016,6,1,0,0
2019-07-01,Suryapet,Food Processing,0.25,6,0,1,0
2019-07-01,Suryapet,Textiles,0.84,6,1,0,0
2019-07-01,Wanaparthy,Beverages,0.12,800,1,0,0
2019-07-01,Warangal,Agro based incl Cold Storages,0.3225,4,1,1,0
2019-07-01,Warangal,Engineering,0.27,6,0,2,0
2019-07-01,Warangal,Food Processing,0.32,4,2,0,0
2019-07-01,Warangal,Textiles,26.599999999999998,560,4,24,0
2019-07-01,Yadadri Bhuvanagiri,Engineering,0.2,5,1,0,0
2019-07-01,Yadadri Bhuvanagiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",4.5,40,2,0,0
2019-07-01,Yadadri Bhuvanagiri,Granite and Stone Crushing,0.0,13,1,0,0
2019-08-01,Adilabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.37,10,1,0,0
2019-08-01,Adilabad,Pharmaceuticals and Chemicals,0.06,5,0,1,0
2019-08-01,Adilabad,Textiles,2.2,20,0,0,1
2019-08-01,Bhadradri Kothagudem,Granite and Stone Crushing,2.3,0,1,0,0
2019-08-01,Hyderabad,Engineering,0.25,44,2,0,0
2019-08-01,Jagtial,Agro based incl Cold Storages,0.246,7,1,0,0
2019-08-01,Jagtial,Beverages,0.22,7,0,2,0
2019-08-01,Jagtial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.317,17,0,3,0
2019-08-01,Jagtial,Engineering,0.02,2,0,1,0
2019-08-01,Jagtial,Food Processing,2.5422000000000002,35,1,2,0
2019-08-01,Jagtial,Granite and Stone Crushing,0.07,2,0,1,0
2019-08-01,Jangaon,Agro based incl Cold Storages,0.88,28,1,4,2
2019-08-01,Jangaon,Beverages,0.04,2,0,1,0
2019-08-01,Jangaon,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5,0,1,0
2019-08-01,Jangaon,Paper and Printing,0.15,6,0,1,0
2019-08-01,Kamareddy,Paper and Printing,0.1,10,0,1,0
2019-08-01,Karimnagar,Agro based incl Cold Storages,1.2335,39,2,4,0
2019-08-01,Karimnagar,Engineering,0.13,3,0,1,0
2019-08-01,Karimnagar,Food Processing,1.2787000000000002,12,2,1,0
2019-08-01,Karimnagar,Granite and Stone Crushing,5.9,47,0,4,0
2019-08-01,Karimnagar,Paper and Printing,0.25,15,0,1,0
2019-08-01,Karimnagar,Textiles,0.1,6,0,1,0
2019-08-01,Khammam,Agro based incl Cold Storages,5.1464,62,4,2,3
2019-08-01,Khammam,Food Processing,0.45,20,1,0,0
2019-08-01,Khammam,Granite and Stone Crushing,3.5702,78,5,0,0
2019-08-01,Khammam,Pharmaceuticals and Chemicals,0.15,2,0,1,0
2019-08-01,Khammam,Wood and Leather,0.09,4,1,0,0
2019-08-01,Mahabubabad,Agro based incl Cold Storages,0.07,5,0,0,1
2019-08-01,Mahabubabad,Textiles,0.017,4,0,1,0
2019-08-01,Mahabubabad,Wood and Leather,0.035,5,0,1,0
2019-08-01,Mahabubnagar,Granite and Stone Crushing,0.01,15,1,0,0
2019-08-01,Mancherial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.48,30,0,3,0
2019-08-01,Mancherial,Engineering,0.09,5,0,2,0
2019-08-01,Medak,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,12,1,0,0
2019-08-01,Medak,Food Processing,4.9,50,1,0,0
2019-08-01,Medak,Plastic and Rubber,11.5859,280,2,0,0
2019-08-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,34,1,0,0
2019-08-01,Medchal-Malkajgiri,Electrical and Electronic Products,5.3462,35,3,0,0
2019-08-01,Medchal-Malkajgiri,Engineering,15.4245,761,21,2,2
2019-08-01,Medchal-Malkajgiri,Food Processing,0.57,30,2,0,0
2019-08-01,Medchal-Malkajgiri,Granite and Stone Crushing,5.0,20,1,0,0
2019-08-01,Medchal-Malkajgiri,Paper and Printing,12.79,70,4,0,0
2019-08-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,15.05,105,2,0,0
2019-08-01,Medchal-Malkajgiri,Plastic and Rubber,8.6432,47,6,0,1
2019-08-01,Medchal-Malkajgiri,R&D,4.02,90,1,0,0
2019-08-01,Medchal-Malkajgiri,Wood and Leather,3.3836,143,3,0,0
