Month,Dist_Name,Documents_Registered_Cnt,Documents_Registered_Rev,Estamps_Challans_Cnt,Estamps_Challans_Rev,Slot_Booking_Cnt
2023-09-01,Rajanna Sircilla,1878,39192745,1900,38012545,0
2023-09-01,Ranga Reddy,20144,3779951570,20865,3742343291,27
2023-09-01,Sangareddy,6598,926501132,6789,938659091,1393
2023-09-01,Siddipet,4066,79414222,3986,76286045,0
2023-09-01,Suryapet,2614,75089235,2725,75792405,0
2023-09-01,Vikarabad,1257,45052824,1311,45864674,0
2023-09-01,Wanaparthy,1583,34938923,1606,34687775,0
2023-09-01,Warangal,981,25058826,1016,25352263,5
2023-09-01,Yadadri Bhuvanagiri,4898,154638857,5205,153739355,1
2023-10-01,Adilabad,763,29295830,798,27404308,0
2023-10-01,Bhadradri Kothagudem,438,19579480,475,20079720,1
2023-10-01,Hanumakonda,3913,210911277,4099,227496002,1469
2023-10-01,Hyderabad,4696,1087515748,5078,1137909565,1
2023-10-01,Jagtial,1482,46430798,1529,47647038,0
2023-10-01,Jangaon,1454,32570008,1511,32836558,1
2023-10-01,Jayashankar Bhupalpally,520,9015969,531,8990591,0
2023-10-01,Jogulamba Gadwal,1328,24927905,1362,24809347,0
2023-10-01,Kamareddy,1543,32466941,1568,29893489,0
2023-10-01,Karimnagar,2404,101508731,2448,100556679,0
2023-10-01,Khammam,2882,130076876,3034,130118766,1505
2023-10-01,Komaram Bheem Asifabad,135,3495696,135,3485396,0
2023-10-01,Mahabubabad,1304,32473300,1355,32268327,1
2023-10-01,Mahabubnagar,2485,84704970,2586,88886507,2
2023-10-01,Mancherial,1464,44861990,1498,45295260,138
2023-10-01,Medak,1270,49479238,1285,46367477,0
2023-10-01,Medchal-Malkajgiri,12120,1779268761,12871,1786555155,4
2023-10-01,Mulugu,238,5833802,245,5579112,0
2023-10-01,Nagarkurnool,1624,28918015,1670,28749865,0
2023-10-01,Nalgonda,3741,100076599,3845,102624574,0
2023-10-01,Narayanpet,942,20907263,984,20047213,0
2023-10-01,Nirmal,1017,21295664,1016,21482304,0
2023-10-01,Nizamabad,3408,105718962,3556,105808407,4
2023-10-01,Peddapalli,1213,39103793,1249,36619053,3
2023-10-01,Rajanna Sircilla,1608,35284192,1610,35812208,1
2023-10-01,Ranga Reddy,17743,3640852986,18788,3928945875,4
2023-10-01,Sangareddy,5822,794022502,6133,786417984,809
2023-10-01,Siddipet,3469,68476762,3306,70477459,0
2023-10-01,Suryapet,2567,66188836,2677,66631843,0
2023-10-01,Vikarabad,1100,41271657,1145,48038837,1
2023-10-01,Wanaparthy,1393,31312308,1441,31648620,0
2023-10-01,Warangal,1038,25071211,1070,24326420,8
2023-10-01,Yadadri Bhuvanagiri,4491,124289830,4519,126883829,0
2023-11-01,Adilabad,702,20599224,732,20189095,0
2023-11-01,Bhadradri Kothagudem,325,14517394,335,14972014,1
2023-11-01,Hanumakonda,3344,215133499,3437,193018515,1473
2023-11-01,Hyderabad,4565,1114899867,4828,1104478927,2
2023-11-01,Jagtial,1515,40151488,1533,40474333,0
2023-11-01,Jangaon,1301,26269076,1307,26131956,1
2023-11-01,Jayashankar Bhupalpally,380,7948311,409,8265486,1
2023-11-01,Jogulamba Gadwal,1107,23086659,1143,23282525,0
2023-11-01,Kamareddy,1492,35654388,1523,36213913,0
2023-11-01,Karimnagar,2170,89190355,2167,87856855,0
2023-11-01,Khammam,2121,114363970,2161,112120695,1126
2023-11-01,Komaram Bheem Asifabad,118,2812156,119,2820756,0
2023-11-01,Mahabubabad,1018,30550721,1016,29894277,1
2023-11-01,Mahabubnagar,2065,76998493,2186,74418110,0
2023-11-01,Mancherial,1252,44148720,1316,45603597,148
2023-11-01,Medak,970,56375180,995,53924021,0
2023-11-01,Medchal-Malkajgiri,11055,1769902543,11480,1904741001,4
2023-11-01,Mulugu,184,5358026,200,5663341,1
2023-11-01,Nagarkurnool,1392,27576885,1418,27787686,0
2023-11-01,Nalgonda,3043,75813318,3112,76168468,0
2023-11-01,Narayanpet,675,18536256,680,18424911,0
2023-11-01,Nirmal,789,16935201,796,16234922,0
2023-11-01,Nizamabad,2870,99972664,2919,96136926,2
2023-11-01,Peddapalli,977,35311659,999,36732339,6
2023-11-01,Rajanna Sircilla,1116,19508178,1118,19152543,0
2023-11-01,Ranga Reddy,15662,3897336881,16295,3810830184,8
2023-11-01,Sangareddy,4992,774715159,5307,806138479,574
2023-11-01,Siddipet,2658,75184649,2649,69992855,0
2023-11-01,Suryapet,2036,55483985,2096,55816328,0
2023-11-01,Vikarabad,979,38171080,988,30383668,0
2023-11-01,Wanaparthy,1102,25042022,1107,24249422,0
2023-11-01,Warangal,864,19825776,896,20205197,4
2023-11-01,Yadadri Bhuvanagiri,4000,134524031,4122,136388711,0
2023-12-01,Adilabad,876,30239779,895,29659678,0
2023-12-01,Bhadradri Kothagudem,352,20384788,376,20399658,0
2023-12-01,Hanumakonda,4018,240782896,4168,241305644,1623
2023-12-01,Hyderabad,5238,1222630956,5640,1251429642,1
2023-12-01,Jagtial,1858,52219194,1911,52748544,0
2023-12-01,Jangaon,1657,34135848,1753,34767297,1
2023-12-01,Jayashankar Bhupalpally,444,9417718,455,9865168,0
2023-12-01,Jogulamba Gadwal,1175,24772686,1225,25349676,0
2023-12-01,Kamareddy,1755,37714427,1830,37801376,0
2023-12-01,Karimnagar,2596,112225367,2675,114990212,6
2023-12-01,Khammam,2828,135085113,2926,132050431,1571
2023-12-01,Komaram Bheem Asifabad,147,4121441,146,4128566,0
2023-12-01,Mahabubabad,873,20746949,920,22364331,0
2023-12-01,Mahabubnagar,2615,87009524,2625,85241449,0
2023-12-01,Mancherial,1364,44993939,1382,41788812,94
2023-12-01,Medak,1203,53916932,1242,54084557,0
2023-12-01,Medchal-Malkajgiri,13690,2295913205,14270,2131456409,5
2023-12-01,Mulugu,213,4755880,221,4711130,0
2023-12-01,Nagarkurnool,1805,32576918,1867,33398092,0
2023-12-01,Nalgonda,4141,102535716,4258,105359651,0
2023-12-01,Narayanpet,845,16846724,880,16807725,0
2023-12-01,Nirmal,1202,27457538,1219,27583376,0
2023-12-01,Nizamabad,3823,118442929,3996,119710745,1
2023-12-01,Peddapalli,1160,48286268,1217,51018388,1
2023-12-01,Rajanna Sircilla,1404,28806809,1409,28884984,0
2023-12-01,Ranga Reddy,20341,4356072649,21274,4194242958,10
2023-12-01,Sangareddy,6599,940725344,6779,969211533,522
2023-12-01,Siddipet,3278,68770371,3175,73931485,0
2023-12-01,Suryapet,2663,69322060,2739,69468109,0
2023-12-01,Vikarabad,1189,42626275,1219,42638282,1
2023-12-01,Wanaparthy,1289,26575766,1319,26875777,0
2023-12-01,Warangal,917,20123003,948,20421197,5
2023-12-01,Yadadri Bhuvanagiri,4741,161675133,4889,159056790,0
2024-01-01,Adilabad,743,25953406,824,28496986,0
2024-01-01,Bhadradri Kothagudem,454,21479597,488,22513387,0
2024-01-01,Hanumakonda,3778,209453221,4052,222526573,1593
2024-01-01,Hyderabad,4744,1029519020,5148,1019995132,3
2024-01-01,Jagtial,1807,48991970,1858,50167625,0
2024-01-01,Jangaon,1785,31811942,1821,32130606,7
2024-01-01,Jayashankar Bhupalpally,487,11755524,534,11328423,1
2024-01-01,Jogulamba Gadwal,1255,22976734,1279,22789449,0
2024-01-01,Kamareddy,1761,31981558,1903,34330956,0
2024-01-01,Karimnagar,2465,97558664,2569,101761209,3
2024-01-01,Khammam,2881,128201410,3028,131880860,1598
2024-01-01,Komaram Bheem Asifabad,134,3191257,137,3263682,0
2024-01-01,Mahabubabad,1208,27723303,1284,28320776,4
2024-01-01,Mahabubnagar,2245,69052660,2312,69553718,0
2024-01-01,Mancherial,1303,35332082,1352,36019602,101
2024-01-01,Medak,1227,45735525,1316,51425225,1
2024-01-01,Medchal-Malkajgiri,11669,1683863689,12559,1781393353,4
2024-01-01,Mulugu,253,5715349,261,5859074,0
2024-01-01,Nagarkurnool,1857,33096615,1877,32488575,0
2024-01-01,Nalgonda,4213,98387414,4329,96460885,0
2024-01-01,Narayanpet,943,22737908,961,24405799,0
2024-01-01,Nirmal,1266,24467126,1290,24823628,0
2024-01-01,Nizamabad,3856,105132536,3981,102984113,1
2024-01-01,Peddapalli,1139,40962582,1187,40287757,0
2024-01-01,Rajanna Sircilla,1734,38161184,1792,38216346,0
2024-01-01,Ranga Reddy,17616,3029657383,18835,3162091591,9
2024-01-01,Sangareddy,5488,739379616,5759,722168031,289
2024-01-01,Siddipet,2999,67597035,2982,65776647,1
2024-01-01,Suryapet,2819,69554590,2943,73063369,0
2024-01-01,Vikarabad,1205,54620740,1266,55065145,0
2024-01-01,Wanaparthy,1422,28819976,1465,28597702,0
2024-01-01,Warangal,1104,42955349,1158,43574788,5
2024-01-01,Yadadri Bhuvanagiri,4326,136892022,4479,144659290,0
2024-02-01,Adilabad,855,27776389,893,27247734,0
2024-02-01,Bhadradri Kothagudem,510,24797406,531,23994796,0
2024-02-01,Hanumakonda,4208,260771293,4376,254211760,1654
2024-02-01,Hyderabad,5537,1378978612,5985,1477059729,2
2024-02-01,Jagtial,2049,68066225,2110,67768788,2
2024-02-01,Jangaon,1681,30944382,1690,31220942,2
2024-02-01,Jayashankar Bhupalpally,429,9762007,456,10383492,1
2024-02-01,Jogulamba Gadwal,1489,30317815,1561,31396229,0
2024-02-01,Kamareddy,2195,44895941,2191,42353620,0
2024-02-01,Karimnagar,2694,108963083,2807,112131133,4
2024-02-01,Khammam,3328,142337939,3416,141033564,1556
2024-02-01,Komaram Bheem Asifabad,183,5286692,191,5346617,0
2024-02-01,Mahabubabad,1502,32106296,1566,33039833,1
2024-02-01,Mahabubnagar,2668,83789539,2761,84416517,0
2024-02-01,Mancherial,1594,48551965,1623,49523735,68
2024-02-01,Medak,1426,52081627,1481,51913698,0
2024-02-01,Medchal-Malkajgiri,13645,2237099783,14253,2221093623,7
2024-02-01,Mulugu,258,4625335,259,4880305,0
2024-02-01,Nagarkurnool,2236,41521757,2299,41647015,0
2024-02-01,Nalgonda,4942,118336654,5063,118782928,0
2024-02-01,Narayanpet,976,22561600,1015,20828688,0
2024-02-01,Nirmal,1341,25505615,1401,25967033,0
2024-02-01,Nizamabad,4590,134278979,4743,136898219,9
2024-02-01,Peddapalli,1367,45987327,1435,45757016,0
2024-02-01,Rajanna Sircilla,1982,39779027,2030,40077374,0
2024-02-01,Ranga Reddy,20786,4326130439,21884,4404782757,14
2024-02-01,Sangareddy,6316,879736915,6604,897788845,341
2024-02-01,Siddipet,3432,79003721,3504,78862207,0
2024-02-01,Suryapet,3142,81873641,3276,82997333,0
2024-02-01,Vikarabad,1486,61840221,1531,62032101,0
2024-02-01,Wanaparthy,1509,25790528,1538,25918416,0
2024-02-01,Warangal,1201,23936826,1229,23333093,5
2024-02-01,Yadadri Bhuvanagiri,5098,169606950,5302,236474780,2
2024-03-01,Adilabad,933,25530568,1006,25850163,0
2024-03-01,Bhadradri Kothagudem,515,28669727,540,29193331,0
2024-03-01,Hanumakonda,4197,235679635,4464,237298124,1812
2024-03-01,Hyderabad,4894,1201867707,5264,1133609244,2
2024-03-01,Jagtial,2129,56635105,2192,58160810,0
2024-03-01,Jangaon,1819,35694379,1881,36155554,23
2024-03-01,Jayashankar Bhupalpally,534,10339375,548,10252015,5
2024-03-01,Jogulamba Gadwal,1451,27616819,1482,27130860,0
2024-03-01,Kamareddy,2096,40180280,2161,42100836,2
2024-03-01,Karimnagar,2916,117551160,2972,116617136,1
2024-03-01,Khammam,3505,151432881,3655,154081793,1750
2024-03-01,Komaram Bheem Asifabad,144,3274521,145,3295346,0
2024-03-01,Mahabubabad,1425,34290615,1497,34733823,4
2024-03-01,Mahabubnagar,2742,82025947,2817,84559759,0
2024-03-01,Mancherial,1906,54505206,2030,55707233,64
2024-03-01,Medak,1450,53678622,1488,55046115,0
2024-03-01,Medchal-Malkajgiri,13381,2127968532,14023,2223604066,5
2024-03-01,Mulugu,272,5285698,276,4828543,3
2024-03-01,Nagarkurnool,2058,36405387,2128,37088612,0
2024-03-01,Nalgonda,5092,117815450,5199,117125490,0
2024-03-01,Narayanpet,829,15526413,855,15398158,0
2024-03-01,Nirmal,1507,32483488,1526,31895968,0
2024-03-01,Nizamabad,4412,121212579,4518,122109844,1
2024-03-01,Peddapalli,1415,46414611,1463,46076972,0
2024-03-01,Rajanna Sircilla,1876,39468890,1927,39872084,0
2024-03-01,Ranga Reddy,20022,4317328689,21036,4433642684,8
2024-03-01,Sangareddy,6175,795806939,6400,783477656,285
2024-03-01,Siddipet,3593,70396100,3669,72294929,0
2024-03-01,Suryapet,3149,86851460,3260,85063495,0
2024-03-01,Vikarabad,1420,64541156,1449,64706727,0
2024-03-01,Wanaparthy,1410,26784126,1438,27079510,0
2024-03-01,Warangal,1272,26633500,1289,26746313,9
2024-03-01,Yadadri Bhuvanagiri,4951,225869592,5074,217983059,0
2024-04-01,Adilabad,962,23470899,958,24464014,0
2024-04-01,Bhadradri Kothagudem,398,20842600,423,20991110,0
2024-04-01,Hanumakonda,3399,192224429,3509,193577822,1359
2024-04-01,Hyderabad,4606,1204156320,4997,1232989791,3
2024-04-01,Jagtial,1572,44268130,1622,45463945,0
2024-04-01,Jangaon,1541,29652758,1557,30124833,2
2024-04-01,Jayashankar Bhupalpally,326,9272383,336,9481579,2
2024-04-01,Jogulamba Gadwal,1225,20952157,1248,20551737,0
2024-04-01,Kamareddy,1602,31319733,1633,30368080,1
2024-04-01,Karimnagar,2212,88375668,2234,88262757,0
2024-04-01,Khammam,2920,159903215,3085,157695373,1617
2024-04-01,Komaram Bheem Asifabad,141,3714284,140,3764884,0
2024-04-01,Mahabubabad,788,15996100,828,15324002,1
2024-04-01,Mahabubnagar,2174,67916211,2244,71602115,0
2024-04-01,Mancherial,1557,46668431,1531,46227291,46
2024-04-01,Medak,974,36235665,995,33528826,0
2024-04-01,Medchal-Malkajgiri,11639,2287574987,12224,2162354953,2
2024-04-01,Mulugu,145,3147000,158,3287356,0
2024-04-01,Nagarkurnool,1779,32543632,1833,33373130,0
2024-04-01,Nalgonda,3715,89746516,3801,89705294,1
2024-04-01,Narayanpet,708,14142519,726,14142739,0
2024-04-01,Nirmal,1137,26516745,1163,29051545,0
2024-04-01,Nizamabad,3500,106456496,3659,109258791,4
2024-04-01,Peddapalli,1275,48334347,1312,49232912,0
2024-04-01,Rajanna Sircilla,1427,26680081,1433,26996457,0
2024-04-01,Ranga Reddy,17286,3662392854,17825,3615973910,7
2024-04-01,Sangareddy,4957,666628669,5167,657617448,201
2024-04-01,Siddipet,2522,56154700,2616,55971094,0
2024-04-01,Suryapet,2660,78808418,2748,78698173,0
2024-04-01,Vikarabad,1139,45667378,1169,45965952,0
2024-04-01,Wanaparthy,1102,21970784,1128,22115937,0
2024-04-01,Warangal,1079,23715750,1119,25206063,5
2024-04-01,Yadadri Bhuvanagiri,4068,163126900,4221,147347567,0
2024-05-01,Adilabad,1031,28278012,1093,28718491,0
2024-05-01,Bhadradri Kothagudem,446,25509171,469,26130681,3
2024-05-01,Hanumakonda,3905,208223098,4165,208899053,1502
2024-05-01,Hyderabad,5016,1192629551,5402,1210795964,2
2024-05-01,Jagtial,1965,54458738,2051,54925773,0
2024-05-01,Jangaon,1698,38098847,1727,37940059,4
2024-05-01,Jayashankar Bhupalpally,561,16909140,578,16670730,1
2024-05-01,Jogulamba Gadwal,1397,27648069,1443,28785928,0
2024-05-01,Kamareddy,1769,35070318,1818,36024546,0
2024-05-01,Karimnagar,2632,93121490,2707,96290480,0
2024-05-01,Khammam,3388,146542060,3549,148974825,1717
2024-05-01,Komaram Bheem Asifabad,170,4863642,170,4770292,0
2024-05-01,Mahabubabad,1159,27913307,1240,29694030,5
2024-05-01,Mahabubnagar,2822,95567871,2841,90476413,0
2024-05-01,Mancherial,1541,37592313,1557,37366206,17
2024-05-01,Medak,1224,41638819,1305,47050489,0
2024-05-01,Medchal-Malkajgiri,11738,1698612819,12477,1749336966,4
2024-05-01,Mulugu,170,2487536,175,3092941,2
2024-05-01,Nagarkurnool,1884,35042752,1953,34757022,0
2024-05-01,Nalgonda,4697,116909117,4906,119331974,0
2024-05-01,Narayanpet,868,17347532,904,17648307,0
2024-05-01,Nirmal,1314,33044291,1398,32923901,0
2024-05-01,Nizamabad,4002,112110408,4181,116589989,3
2024-05-01,Peddapalli,1416,53980688,1438,52471353,0
2024-05-01,Rajanna Sircilla,1372,26779074,1360,26489479,1
2024-05-01,Ranga Reddy,18183,3049404877,19287,3135760784,7
2024-05-01,Sangareddy,5311,679295359,5633,737288153,198
2024-05-01,Siddipet,3107,69433139,3219,73448543,0
2024-05-01,Suryapet,3119,81448392,3245,81726032,0
2024-05-01,Vikarabad,1273,43100931,1325,44777538,0
2024-05-01,Wanaparthy,1344,25281741,1390,25183893,0
2024-05-01,Warangal,1517,32692158,1549,31898802,3
2024-05-01,Yadadri Bhuvanagiri,4418,133485893,4553,136809549,2
2024-06-01,Adilabad,689,26211386,714,24631105,0
2024-06-01,Bhadradri Kothagudem,451,22041414,479,23375885,1
2024-06-01,Hanumakonda,4399,247923529,4608,252727417,1466
2024-06-01,Hyderabad,5315,1304453551,5678,1319228187,3
2024-06-01,Jagtial,1815,51547513,1859,51538483,1
2024-06-01,Jangaon,1879,40127706,1953,40393381,1
2024-06-01,Jayashankar Bhupalpally,662,12356564,682,12837129,0
2024-06-01,Jogulamba Gadwal,1409,26158664,1446,25381089,0
2024-06-01,Kamareddy,1859,33110803,1921,34239303,1
2024-06-01,Karimnagar,2481,104260986,2609,105226941,0
2024-06-01,Khammam,3544,160294085,3688,168928870,1585
2024-06-01,Komaram Bheem Asifabad,189,4836667,198,4969157,0
2024-06-01,Mahabubabad,1837,44547478,2009,46541783,3
2024-06-01,Mahabubnagar,2748,104141666,2919,108891002,1
2024-06-01,Mancherial,1845,52913614,1918,54252062,4
2024-06-01,Medak,1315,44762081,1324,42387641,0
2024-06-01,Medchal-Malkajgiri,12997,2103167546,13616,2066709199,4
2024-06-01,Mulugu,192,3867749,223,4058914,0
2024-06-01,Nagarkurnool,2057,44747578,2114,45093318,0
2024-06-01,Nalgonda,5058,125803937,5129,125434277,0
2024-06-01,Narayanpet,849,19295868,884,20045248,0
2024-06-01,Nirmal,1260,24012134,1300,25953533,0
2024-06-01,Nizamabad,4105,141293548,4229,143755715,3
2024-06-01,Peddapalli,1546,59832188,1605,61961253,0
2024-06-01,Rajanna Sircilla,1439,31030094,1469,31856624,5
2024-06-01,Ranga Reddy,19680,3624053116,20698,3780451723,7
2024-06-01,Sangareddy,6067,1115780852,6331,1144081831,152
2024-06-01,Siddipet,3482,88620809,3567,85102441,1
2024-06-01,Suryapet,2890,79056998,3048,80832160,0
2024-06-01,Vikarabad,1419,56242883,1471,55237040,0
2024-06-01,Wanaparthy,1347,26638785,1390,27271155,0
2024-06-01,Warangal,1476,32004986,1511,31817636,16
2024-06-01,Yadadri Bhuvanagiri,4649,187495485,4785,144286247,2
2024-07-01,Adilabad,888,32835412,1025,37433360,0
2024-07-01,Bhadradri Kothagudem,678,35609858,721,35996454,0
2024-07-01,Hanumakonda,6023,334226375,6315,330776772,1492
2024-07-01,Hyderabad,7141,1723824867,7768,1797490354,3
2024-07-01,Jagtial,2384,81349556,2421,82217480,1
2024-07-01,Jangaon,2294,50822818,2424,51537878,2
2024-07-01,Jayashankar Bhupalpally,733,18240606,775,17924950,4
2024-07-01,Jogulamba Gadwal,1879,38320802,1965,38301887,0
2024-07-01,Kamareddy,2123,48414689,2204,48517750,0
2024-07-01,Karimnagar,3294,132644851,3383,132923165,6
2024-07-01,Khammam,4316,216698232,4607,220159132,1809
2024-07-01,Komaram Bheem Asifabad,230,6771384,241,7251589,0
2024-07-01,Mahabubabad,1982,46483312,2052,45526148,7
2024-07-01,Mahabubnagar,3997,120074720,4136,127912517,0
2024-07-01,Mancherial,1797,53407287,1917,56588921,132
2024-07-01,Medak,1471,56993016,1565,56368251,0
2024-07-01,Medchal-Malkajgiri,16763,2753242529,17595,2740169251,7
2024-07-01,Mulugu,312,6633628,313,6165273,0
2024-07-01,Nagarkurnool,2760,60838409,2803,60853980,0
2024-07-01,Nalgonda,6099,164711218,6252,164642462,0
2024-07-01,Narayanpet,996,23969764,1058,23897549,0
2024-07-01,Nirmal,1354,31395188,1375,30788679,0
2024-07-01,Nizamabad,5378,190205405,5587,186896533,90
2024-07-01,Peddapalli,1990,83033961,2077,83231591,0
2024-07-01,Rajanna Sircilla,1862,43840724,1942,44827119,0
2024-07-01,Ranga Reddy,26796,5068862926,28075,5239561475,4
2024-07-01,Sangareddy,7885,1351340780,8270,1299778161,196
2024-07-01,Siddipet,3654,92705724,3815,94429500,1
2024-07-01,Suryapet,3792,101002160,3954,102498178,0
2024-07-01,Vikarabad,1912,66299771,2006,69130890,0
2024-07-01,Wanaparthy,1742,39014989,1766,38737239,0
2024-07-01,Warangal,2390,86337593,2524,86987440,94
2024-07-01,Yadadri Bhuvanagiri,6462,208771662,6716,221024220,0
2024-08-01,Adilabad,787,24789928,729,21215427,0
2024-08-01,Bhadradri Kothagudem,446,19404978,461,19175093,0
2024-08-01,Hanumakonda,3252,174880641,3313,170622724,945
2024-08-01,Hyderabad,5437,1311047485,5640,1192721903,0
2024-08-01,Jagtial,1564,43906747,1600,43071038,0
2024-08-01,Jangaon,1180,23009879,1158,21959309,1
2024-08-01,Jayashankar Bhupalpally,466,9584759,464,9624450,0
2024-08-01,Jogulamba Gadwal,1251,24409007,1305,24613603,0
2024-08-01,Kamareddy,1502,31828663,1584,31670684,0
2024-08-01,Karimnagar,2632,112847201,2649,111502310,0
2024-08-01,Khammam,2989,139283014,3054,129031539,1231
2024-08-01,Komaram Bheem Asifabad,166,5261807,157,4738917,0
2024-08-01,Mahabubabad,924,18581090,946,17726474,43
2024-08-01,Mahabubnagar,2267,95332323,2294,87959931,0
2024-08-01,Mancherial,1563,48602961,1536,46790158,121
2024-08-01,Medak,1168,40092773,1186,40645053,0
2024-08-01,Medchal-Malkajgiri,11675,2301258383,12231,2315827867,4
2024-08-01,Mulugu,192,4083540,195,3964100,3
2024-08-01,Nagarkurnool,1898,35965233,1935,36528440,0
2024-08-01,Nalgonda,3952,106102239,4043,106027833,0
2024-08-01,Narayanpet,685,14381734,709,15738899,0
2024-08-01,Nirmal,1008,28153470,1029,28264864,0
2024-08-01,Nizamabad,3094,86139371,3168,89139842,25
2024-08-01,Peddapalli,1206,39390342,1223,38615572,2
2024-08-01,Rajanna Sircilla,1497,32562849,1512,31504629,0
2024-08-01,Ranga Reddy,18805,3319928484,19434,3248637694,5
2024-08-01,Sangareddy,5191,816353694,5440,801519971,182
2024-08-01,Siddipet,2583,65013928,2626,65062339,0
2024-08-01,Suryapet,2510,71116241,2534,67906291,0
2024-08-01,Vikarabad,1158,51857147,1196,49527778,0
2024-08-01,Wanaparthy,1213,24229741,1242,24453216,0
2024-08-01,Warangal,1304,39093608,1336,37654841,54
2024-08-01,Yadadri Bhuvanagiri,4103,136693206,4189,119717578,0
2024-09-01,Adilabad,653,16955147,682,16769092,0
2024-09-01,Bhadradri Kothagudem,531,24535525,573,23118558,1
2024-09-01,Hanumakonda,2732,129477858,2866,134067810,512
2024-09-01,Hyderabad,4381,905411407,4678,903938905,2
2024-09-01,Jagtial,1578,45270900,1580,45248830,0
2024-09-01,Jangaon,1442,26591193,1528,28026733,3
2024-09-01,Jayashankar Bhupalpally,507,8970856,528,9069884,0
2024-09-01,Jogulamba Gadwal,1168,20060245,1207,20480199,0
2024-09-01,Kamareddy,1652,28587107,1611,27429635,0
2024-09-01,Karimnagar,2499,88851650,2616,92222385,0
2024-09-01,Khammam,2619,104134849,2720,105014804,1086
2024-09-01,Komaram Bheem Asifabad,143,3454994,158,3828469,0
2024-09-01,Mahabubabad,833,18688172,867,20109789,9
2024-09-01,Mahabubnagar,2094,61330846,2146,60888167,0
2024-09-01,Mancherial,1252,39106228,1314,38664208,3
2024-09-01,Medak,1074,47664178,1116,46796502,0
2024-09-01,Medchal-Malkajgiri,9497,1338983685,10082,1336959174,2
2024-09-01,Mulugu,212,4393758,215,4356678,0
2024-09-01,Nagarkurnool,1835,33493280,1896,33455963,0
2024-09-01,Nalgonda,4041,97197594,4158,97387712,0
2024-09-01,Narayanpet,672,16220032,715,17445317,0
2024-09-01,Nirmal,930,21343443,939,20594624,0
2024-09-01,Nizamabad,2996,86765120,3077,84148324,2
2024-09-01,Peddapalli,1119,34285046,1148,34404586,1
2024-09-01,Rajanna Sircilla,1598,33450992,1611,33822406,0
2024-09-01,Ranga Reddy,15530,2434330966,16137,2604502340,5
2024-09-01,Sangareddy,4428,595151772,4600,617107567,108
2024-09-01,Siddipet,2405,60253335,2521,58677935,0
2024-09-01,Suryapet,2217,54412431,2283,54205006,0
2024-09-01,Vikarabad,1169,79441638,1238,79246339,0
2024-09-01,Wanaparthy,1171,24985301,1213,24898679,0
2024-09-01,Warangal,1298,38224168,1348,38764054,31
2024-09-01,Yadadri Bhuvanagiri,3886,113950347,3989,113884842,2
2024-10-01,Adilabad,782,20009352,794,22009767,0
2024-10-01,Bhadradri Kothagudem,573,22976585,603,24346777,0
2024-10-01,Hanumakonda,2869,148205655,2982,152113675,425
2024-10-01,Hyderabad,5068,1119443710,5439,1119507182,2
2024-10-01,Jagtial,1705,48142255,1784,49373621,0
2024-10-01,Jangaon,1543,29183050,1543,28403181,0
2024-10-01,Jayashankar Bhupalpally,458,9007022,471,9013689,0
2024-10-01,Jogulamba Gadwal,1177,24753094,1238,25072249,0
2024-10-01,Kamareddy,1523,31138465,1574,31288145,0
2024-10-01,Karimnagar,2727,108799528,2777,107492043,0
2024-10-01,Khammam,2916,129344386,3026,132937527,1122
2024-10-01,Komaram Bheem Asifabad,181,5224336,178,4946561,0
2024-10-01,Mahabubabad,1226,35915162,1255,34811151,5
2024-10-01,Mahabubnagar,2302,76541192,2394,75241610,0
2024-10-01,Mancherial,1399,45394532,1461,48116357,1
2024-10-01,Medak,1157,131856634,1173,131712584,0
2024-10-01,Medchal-Malkajgiri,11006,1776764344,11581,1883773574,1
2024-10-01,Mulugu,212,4603928,223,4727918,0
2024-10-01,Nagarkurnool,1729,36301415,1758,35547752,0
2024-10-01,Nalgonda,4059,122795077,4149,123751450,0
2024-10-01,Narayanpet,736,15061999,762,14726329,0
2024-10-01,Nirmal,1106,22674010,1127,22954095,0
2024-10-01,Nizamabad,3233,97462590,3389,97709629,3
2024-10-01,Peddapalli,1162,40666374,1199,41517314,3
2024-10-01,Rajanna Sircilla,1542,29958263,1574,30331377,0
2024-10-01,Ranga Reddy,17661,3624879786,18373,3450185382,3
2024-10-01,Sangareddy,4614,676566764,4852,655213359,126
2024-10-01,Siddipet,3053,70211733,3105,70255268,0
2024-10-01,Suryapet,2473,71332172,2557,72180617,0
2024-10-01,Vikarabad,1208,42012691,1261,42874574,0
2024-10-01,Wanaparthy,1252,28187159,1283,28299935,0
2024-10-01,Warangal,1472,42221420,1501,42402187,19
2024-10-01,Yadadri Bhuvanagiri,4010,144088895,4151,147495237,0
2024-11-01,Adilabad,677,16943413,690,14744033,0
2024-11-01,Bhadradri Kothagudem,568,25232823,617,25549728,0
2024-11-01,Hanumakonda,3010,159053718,3148,160572633,332
2024-11-01,Hyderabad,5066,1311526018,5395,1387314720,1
2024-11-01,Jagtial,1742,51349387,1753,51087907,2
2024-11-01,Jangaon,1346,26177328,1398,27068323,3
2024-11-01,Jayashankar Bhupalpally,563,13367298,573,13457744,0
2024-11-01,Jogulamba Gadwal,1204,23251774,1231,22757399,0
2024-11-01,Kamareddy,1433,30383074,1490,30416839,0
2024-11-01,Karimnagar,2553,106486180,2659,110149800,0
2024-11-01,Khammam,2985,132041868,3110,131931313,1026
