Month,Dist_Name,Documents_Registered_Cnt,Documents_Registered_Rev,Estamps_Challans_Cnt,Estamps_Challans_Rev,Slot_Booking_Cnt
2024-11-01,Komaram Bheem Asifabad,152,4256414,157,4295364,0
2024-11-01,Mahabubabad,1152,27084936,1221,27336257,6
2024-11-01,Mahabubnagar,2110,76976608,2253,79344457,0
2024-11-01,Mancherial,1212,37075410,1251,35384985,5
2024-11-01,Medak,1076,35609594,1126,35665929,0
2024-11-01,Medchal-Malkajgiri,10558,1679836620,11210,1703008039,1
2024-11-01,Mulugu,179,3417187,188,3378277,0
2024-11-01,Nagarkurnool,1515,29557969,1556,29886825,0
2024-11-01,Nalgonda,3805,96099150,3863,95424153,0
2024-11-01,Narayanpet,820,19367571,829,18317157,0
2024-11-01,Nirmal,968,20114873,989,20360667,0
2024-11-01,Nizamabad,2970,98871511,3074,103260241,40
2024-11-01,Peddapalli,1130,37477876,1179,39361546,1
2024-11-01,Rajanna Sircilla,1391,30969644,1461,32181989,0
2024-11-01,Ranga Reddy,16319,4049360131,16951,3887930559,2
2024-11-01,Sangareddy,4321,652186871,4524,668274336,108
2024-11-01,Siddipet,2671,63327706,2756,66689664,0
2024-11-01,Suryapet,2310,64517796,2384,64602834,0
2024-11-01,Vikarabad,1170,36950748,1212,35809331,0
2024-11-01,Wanaparthy,990,21547641,1026,21786092,0
2024-11-01,Warangal,1341,41284158,1390,40680825,22
2024-11-01,Yadadri Bhuvanagiri,3665,130713754,3804,133283769,0
2024-12-01,Adilabad,871,47699932,919,48440324,0
2024-12-01,Bhadradri Kothagudem,638,31295567,679,30127033,0
2024-12-01,Hanumakonda,3394,178227393,3542,175710886,323
2024-12-01,Hyderabad,5131,1238744993,5470,1203561860,2
2024-12-01,Jagtial,1775,47147887,1850,48410372,0
2024-12-01,Jangaon,1452,28407795,1459,27843995,3
2024-12-01,Jayashankar Bhupalpally,531,10827580,545,10988361,1
2024-12-01,Jogulamba Gadwal,1324,24598521,1378,25236133,0
2024-12-01,Kamareddy,1715,34035077,1734,34356127,0
2024-12-01,Karimnagar,2604,103584206,2642,104007324,1
2024-12-01,Khammam,3079,131638002,3181,132358547,862
2024-12-01,Komaram Bheem Asifabad,185,5130294,189,5227634,0
2024-12-01,Mahabubabad,1239,24201908,1321,24056693,3
2024-12-01,Mahabubnagar,2377,79077949,2425,79200806,0
2024-12-01,Mancherial,1310,33855759,1348,34120389,5
2024-12-01,Medak,1367,53015894,1420,54562709,0
2024-12-01,Medchal-Malkajgiri,11241,1997470419,11977,2098296208,3
2024-12-01,Mulugu,204,3788674,214,3728514,0
2024-12-01,Nagarkurnool,1941,40537232,1952,40685234,0
2024-12-01,Nalgonda,4266,98984950,4393,100309503,0
2024-12-01,Narayanpet,714,13427620,730,13553130,0
2024-12-01,Nirmal,1305,25648646,1337,26002993,0
2024-12-01,Nizamabad,3781,106659180,3860,104166127,245
2024-12-01,Peddapalli,1022,39309424,1072,39637579,1
2024-12-01,Rajanna Sircilla,1503,32658103,1521,32017293,0
2024-12-01,Ranga Reddy,16753,3278234160,17549,3214916364,5
2024-12-01,Sangareddy,4794,587860849,5076,622274393,125
2024-12-01,Siddipet,2815,58531698,2908,61150772,0
2024-12-01,Suryapet,2378,65644855,2453,66396002,0
2024-12-01,Vikarabad,1332,41850677,1391,41748097,0
2024-12-01,Wanaparthy,1253,27160179,1272,26980428,0
2024-12-01,Warangal,1430,43373762,1473,44686409,24
2024-12-01,Yadadri Bhuvanagiri,4521,129520379,4705,144403154,0
